,ID,Title,Location,Estado,Company,Salary,Synopsis,Description,Post_Date,Accessed_Date,Link,English,Skills,Academy_grade,Years_Experience,SoftSkill,Skill_FrontEnd,Skill_BackEnd,Skill_computo,Roles_computo,Areas_computo
233,8,C++ Developer - Platform Stability and Porting Engineer,Remoto,Remoto,Luxoft,,Implementation of software solutions for large software projects.Primary responsibilities will include providing technical leadership on software projects over…,"Project Description
Early stages of the Client's next Software Platform evolution development for new Fully Networked Vehicle (FNV) Electrical Architecture. The project is focused on the creation of the modern Software-Defined Vehicle digital infrastructure. Target Software Platform will operate in a variety of environments and is critical to:

Expand the use of industry adopted APIs
Support high-velocity application development
Enable next-generation vehicle applications

Luxoft will provide core parts for Automotive Middleware around AUTOSAR (Classic and Adaptive), including networking, configuration, security, diagnostics, etc. Additionally, Luxoft will participate in the development of components for a virtual environment. This virtual environment will support the CI activities, including automated builds, virtual ECUs/Machines, and automated testing support.

Project management maturity must reach ASPICE level 3. It requires establishing transparent project execution monitoring and control. Each participant will be responsible for providing evidence of systematic and significant achievement of the defined process attributes.

In this position, you will be responsible for helping the FNV work streamlining, shaping the architecture and designs' vision, and assisting in the development and software verification process.
Responsibilities
Primary responsibilities will include providing technical leadership on software projects over multiple functional domains and involving multiple software development teams responsible for the investigation, design, implementation, testing, profiling and maintenance of FNV vehicle software. The candidate will work alongside high performing technical leaders and development groups and will be expected to translate business goals into practical software architectures and solutions that meet the strategic needs of the business and to participate in the implementation of these solutions. This position will provide the candidate with the unique opportunity to define the technical direction for cutting edge software components and services with an industry leader.

RESPONSIBILITIES
Providing leadership in the areas of technological decisions, architecture and software development processes and practices.Develop and maintain software component architectures and code across multiple functional domains.Implementation of software solutions for large software projects.Provide technical subject matter expertise and guidance to software development teams from the software design phase, through implementation, testing and delivery.Ensuring that established software architecture principles are applied and adhered to when designing technical solutions and that these solutions meet business objectives.Decompose software designs into component tasks, identifying dependencies and managing prioritization.Evaluating competing technologies and presenting the resulting analysis for decision making.
Skills
Must have
A Bachelors degree in Computer Science, Mathematics, Engineering, or a related field.7+ years of software development in C++ with at least 3 years on POSIX compliant embedded platforms.3+ years of providing technical or personnel leadership in software development teams.Knowledge of established software architecture principles and patterns.Working knowledge of established software design patterns, efficient data structures, multi-threaded system design, inter-process communication, memory management and code optimization.Experience with decomposition of software designs for large features into component tasks.Familiarity with C++ unit test frameworks.Creative and analytical thinker.Methodical; capable of prioritizing work, overcoming hurdles and working to tight deadlines.An excellent communicator with a proven record of communication across teams.
Nice to have
A Masters degree in Computer Science, Mathematics, Engineering, or a related field.Prior experience with project management and acting as scrum master in an agile software development environment.
Languages
English: B2 Upper Intermediate
Seniority
Senior
Relocation package
If needed, we can help you with relocation process.
Line of Business
Automotive
Vacancy Specialization
C/C++
Ref Number
VR-76920",PostedRecién publicado,2022-05-26,https://www.indeed.com/rc/clk?jk=bd408e0e7345045e&fccid=4b841d912d46e4fd&vjs=3,English,"agile
scrum
git","Bachelor, Master","7+ years, 3 years, 3+ years","Analitical, Comunication skills, Leadership, strategic","Environment, Next",,"Software, Platform, C++","Engineer, Developer",Plataform
234,9,QA Automation Tester 3 - Remote,"Remoto in Guadalajara, Jal.",Remoto,Oracle,,2+ years of software engineering or related experience;4 years of software engineering or related experience.Design continuing maintenance of product quality;,"QA Automation Tester 3 - Remote-220008WJ

Applicants are required to read, write, and speak the following languages: English, Spanish

Preferred Qualifications
The Construction and Engineering Global Business Unit (CEGBU) of Oracle is the world’s leading project and portfolio management software organization. Since 1983, we have provided the software foundation that enables all types of businesses to achieve excellence in managing their portfolios, programs, projects and resources. The development group in the CEGBU is focused on developing enterprise-level solutions for our customers in project- intensive industries worldwide. We leverage agile development methods to facilitate the development of our products; our practices include empowered teams, continuous build and integration, regular reviews, and a heavy emphasis on testing early and often. We offer a highly collaborative and dynamic environment, as well as a great mix of project management and software engineering opportunities.
As a member of the technical/process QA division, design, install, and evaluate quality control methods and systems;
Design continuing maintenance of product quality;
Develop professional expertise, applies company policies and procedures to resolve a variety of issues;
Display understanding of roles, processes, and procedures;
Perform moderately complex problems solving with assistance and guidance in understanding and applying company policies and processes;
Exercise judgment within defined procedures and practices to determine appropriate action.

Qualifications:
BS degree in Computer Information Systems, Engineering or related and relevant to functional area;
2+ years of software engineering or related experience;
Ability to effectively communicate and interact with developers, users and peers in design and feedback sessions;
Experience in requirements gathering and documentation;
Experience with various automation frameworks;
Experience with Test tools (Bug tracking, Life Cycle Management, Test Management);
Experience with various operating systems (Windows, Linux);
Experience with Oracle DB's;
Experience with PL/SQL;
Basic system/network administration knowledge (DHCP, Firewall, Wireless);
Programing/Development experience;
Worked with Java, JSON, API services;

Nice to Have:
Work in Virtualized Environments (Oracle);
Test tools (JIRA, Selenium, TestRail, JENKINS);
Experience testing Cloud Application

Detailed Description and Job Requirements

Analyze, design develop, troubleshoot and debug software programs for commercial or end user applications. Writes code, completes programming and performs testing and debugging of applications.

As a member of the software engineering division, you will perform high-level design based on provided external specifications. Specify, design and implement minor changes to existing software architecture. Build highly complex enhancements and resolve complex bugs. Build and execute unit tests and unit plans. Review integration and regression test plans created by QA. Communicate with QA and porting engineering as necessary to discuss minor changes to product functionality and to ensure quality and consistency across specific products.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.

Oracle is an Affirmative Action-Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veterans status, age, or any other characteristic protected by law.

Job: Product Development
Travel: No
Location: MX-MX,Mexico-Guadalajara/Zapopan
Job Type: Regular Employee Hire
Organization: Oracle",Postedhace 1 día,2022-05-26,https://www.indeed.com/rc/clk?jk=6c87ef9f50291407&fccid=cd22d01053af7669&vjs=3,"English, Spanish","agile
Linux",,"2+ years, 4 years","Comunication skills, Dynamic enviroment, Organization",Environment,"Linux, Java, SQL, Oracle","Software, Cloud, Java, SQL, Oracle, API",Tester,
235,10,Senior Mobile Developer,Remoto,Remoto,Luxoft,,Drive continuous improvement and continuous delivery in our software development process within an agile development team.,"Project Description
If you're interested in working with extraordinary people and real professionals in one of the largest IT Service Companies, join Luxoft (12,000+ employees around the world), http://www.luxoft.com. We are looking for a candidate for one of our clients. As a travel provider laser-focused on low prices, we're growing faster than ever. At this project, we mix creativity, analytics, and a casual (albeit driven) environment in order to get new products and services to market quickly.

In Luxoft, our culture is one that strives on solving difficult problems focusing on product engineering based on hypothesis testing to empower people to come up with ideas. Great Place to Work Institute certifies us as one of the Top 10 companies to work for in Mexico, and we do it with a truly flexible environment, high impact projects in agile environments, a culture focused on results, training and strong support to grow your career.
Responsibilities
Bachelor's or Master's degree in Computer Science, Engineering or related technical field; or equivalent related professional experience5+ years of experience working in an iOS or Android environmentExperience developing features on iOS with SwiftUI or Android with KotlinDrive continuous improvement and continuous delivery in our software development process within an agile development team.Knowledge of API service connection integration with GraphQL
- Understanding of client/server architectures - Understanding of mobile development standard methodologies
A dedicated mobile engineer with experience seeking a variety of outstanding challengesExcited to pick up, learn and run with new technologies and frameworks such as SwiftUI and GraphQL or KotlinLove all aspects of application development, from brainstorming and design to implementation and launch
Skills
Must have
SwiftUI, Kotlin, Client/server architectures, unit testing, agile methodology
Nice to have
Graphql, Jetpack Compose, CI/CD, API service
Languages
English: B2 Upper Intermediate
Seniority
Senior
Relocation package
If needed, we can help you with relocation process.
Vacancy Specialization
Android
Ref Number
VR-76928",Postedhace 9 días,2022-05-26,https://www.indeed.com/rc/clk?jk=8c8dcde8b5fa5ed8&fccid=4b841d912d46e4fd&vjs=3,English,"unit testing
agile","Bachelor, Master",5+ years,"Analitical, Continuously learn, Creativity",Environment,GraphQL,"Software, API",Developer,
236,11,Senior Software Developer (C# .Net),Remoto,Remoto,Luxoft,,"WK provides them with the information system that enables them to create, curate, and publish content.Some of the systems need to be revamped - both the code…","Project Description
WK Health is comprised of multiple companies that combined now provide Clinical Effectiveness. Their clients are doctors and pharmacists. WK provides them with the information system that enables them to create, curate, and publish content.
Some of the systems need to be revamped - both the code and the workflows. General modernization (cloud instead of old oracle forms) needs to happen and the current pace of modernization needs to be significantly improved.
Responsibilities
- Analysis and Design - Transforms high-level design into low-level design, and implementation.
Collaborate with an agile team that is passionate about utilizing emerging technologies and delivering high quality and timely code.Good understanding and experience following design patterns, test-driven development and continuous integration practicesBuild automated, scalable services and systems to power our growing Azure cloud infrastructure
- Software prototyping and construction - Design, Build, and Modify existing business tier components, Web applications, and database objects using Microsoft platform technologies (.NET Web API) and Azure.
Work with Quality Assurance Team on issue reporting, resolution, and change control
- Support and Troubleshooting - Assist Operations Team with any environment issues during application deployment across Development, QA, Staging, and Production environments.
Assist other cross teams with troubleshooting problems that may arise from applications or integration of various components.
Skills
Must have
Hands-on, experience with the .NET/.NETCORE/C#.Experience with TypeScript, JavaScript, CSS.Bachelor's Degree in Computer Science or related field.Experience with REST API/ Web API creation, consumption, integration using Service
Oriented Architecture.
Must have Advanced experience in Object oriented programming, data structures,
dependency injection and multi-threading.
Experience in Agile Software Development.Experience with Microsoft Azure (Azure SQL, Storage, Web apps, Key Vault, pipeline,
App insights and Monitoring) is a plus.
Experience in Creating high-level, low-level design documentation.Industry experience in the health care sector is a plus.Technology Certifications is a plus.Experience with unit test frameworks
Nice to have
Experience with Angular and Kendo UI is a plus
Good experience working with Gitflow
Languages
English: C1 Advanced
Spanish: C2 Proficient
Seniority
Senior
Relocation package
If needed, we can help you with relocation process.
Vacancy Specialization
C#/VB.NET
Ref Number
VR-77073",Postedhace 6 días,2022-05-26,https://www.indeed.com/rc/clk?jk=e0748cb64cabd7ba&fccid=4b841d912d46e4fd&vjs=3,"Advanced English, English, Spanish","agile
JavaScript
Agile
Angular
Git
TypeScript
Azure",Bachelor,,Collaborate,"CSS, JavaScript, Environment, Angular",".NET, JavaScript, SQL, Oracle, Azure","Software, Platform, Cloud, JavaScript, CSS, SQL, Oracle, C++, Angular, API, REST API, Web API, UI",Developer,Software
237,12,Senior Mobile NativeScript Developer |LATAM| Work,"San Luis Potosí, S. L. P.+16 ubicaciones",S L P+16 ubicaciones,BairesDev,,"Participate in software design, development and implementation using SAP Commerce and meet project objectives within specified time frame parameters and defined…","Who We are

BairesDev is proud to be the fastest-growing company in America. With people in five continents and world-class clients, we are only as strong as the multicultural teams at the heart of our business. To consistently deliver the highest quality solutions to our clients, we only hire the Top 1% of the best talents and nurture their professional growth on exciting projects.
We are looking for Mobile NativeScript Senior Developer to join our Development team and participate in different projects made up of multicultural teams distributed throughout the world. We are looking for proactive people, team players passionate about programming in this language and oriented to provide the best experience to the end user. This is an excellent opportunity for those professionals looking to develop in one of the fastest growing companies in the industry!

These developers will face numerous technical challenges, so they must use current technologies, get involved in the mobile world, web applications, devices, etc.
Main Activities:
Participate in software design, development and implementation using SAP Commerce and meet project objectives within specified time frame parameters and defined requirements.Consume APIs exposed by SAP Commerce platform.Perform production monitoring, problem resolution and peak season readiness activities for the Hybris modules.Work collaboratively with QAs, Product Owners, Business Analysts, Support Specialists and DevOps team members to deliver business requirements.Train and transfer knowledge to other team members, users and stakeholders as required.
What are we looking for:
NativeScript engineer with experience with App Store deployments.Programming languages such as C#, Java, Objective-C.Drive to keep up to date with developments and trends in the tech and modern media world.Experience and understanding of the needs of front-end systems and how best to interface with them.Experience developing backend APIs.Experience working with SQL, writing custom queries and designing schemas.Advanced English level.
How we do make your work (and your life) easier:
100% remote work.Hardware setup for you to work from home.
- Flexible hours - make your schedule.
Paid parental leave, vacation & holidays.Diverse and multicultural work environment.An innovative environment with the structure and resources of a leading multinational.Excellent compensation — well above the market average.Here you can grow at the speed of your learning curve.
Our people work remotely but with a consistent and robust culture that promotes diversity and teamwork. To continue being the leading software development company in Latin America, we want to ensure that every BairesDev member gets the best growth and professional development opportunities in a diverse, welcoming, and innovative environment.

Every BairesDev team member brings something unique to our company.
We want to hear your story. Apply now!",Postedhace 11 días,2022-05-26,https://www.indeed.com/rc/clk?jk=711ae797474dc93d&fccid=29707109e86166e5&vjs=3,"Advanced English, English",,,,"Collaborate, Continuously learn, Innovation, Involved, Team Player, Team Work",Environment,"Java, SQL, Devops","Software, Platform, Devops, Java, SQL, C++",Developer,
238,13,Senior Software Developer - Android,Remoto,Remoto,Luxoft,,"Interact with systems analysts, software architects, developers and project management teams.Responsible for development of embedded software engineering…","Project Description
Open Video project is focused on OTT platform development for one of the largest North American TV providers. We are looking for Senior Software Developer who will be working on software development for the client hardware platform based on Android OS.
Responsibilities
Responsible for development of embedded software engineering projects for Set-Top Box hardware using the latest software solutions and techniques. Work as an individual contributor while providing technical guidance to development and integration projects. Coordinate development process of Set-Top Box projects for various hardware platforms. Establish operational monitoring processes and dashboards using IT operations analytics and log analysis tools. Interact with systems analysts, software architects, developers and project management teams. Administer and prevent problems using issue tracking, team collaboration and planning tools. Prepare technical hand off and training documentation.

Experience required:
Agile methodologyAndroid development; Android TV is a plus. AOSP development is a plusMicroservice development. SpringBoot framework knowledge is a plusProgramming Languages: Java. Python, Javascript
Skills
Must have
Android development;Microservice developmentProgramming Languages: Java. Python, Javascript
Nice to have
Android TVAOSP developmentSpringBoot framework knowledge
Languages
English: C1 Advanced
Seniority
Senior
Relocation package
If needed, we can help you with relocation process.
Vacancy Specialization
Android
Ref Number
VR-76645",Postedhace 15 días,2022-05-26,https://www.indeed.com/rc/clk?jk=ad400cea65e3925d&fccid=4b841d912d46e4fd&vjs=3,"Advanced English, English","Python
Agile
Javascript",,,"Analitical, Collaborate",JavaScript,"Java, JavaScript, Python","Software, Platform, Java, Python, JavaScript",Developer,Software
239,14,Software Developer,"Guadalajara, Jal.",Jalisco,Luxoft,,3+ years of professional software development experience.Create and maintain quality software using best-in-class tools.,"Project Description
If you're interested in working with extraordinary people and real professionals in one of the largest IT Service Companies, join Luxoft (13,000+ employees around the world), http://www.luxoft.com. We are looking for a candidate for one of our clients. As a travel provider laser-focused on low prices, we're growing faster than ever. At this project, we mix creativity, analytics, and a casual (albeit driven) environment in order to get new products and services to market quickly. In Luxoft, our culture is one that strives on solving difficult problems focusing on product engineering based on hypothesis testing to empower people to come up with ideas. Great Place to Work Institute certifies us as one of the Top 10 companies to work for in Mexico, and we do it with a truly flexible environment, high impact projects in agile environments, a culture focused on results, training and strong support to grow your career.
Responsibilities
Create and maintain quality software using best-in-class toolsWork with QA, product management, and operations in an Agile environmentParticipate in resolution of production issues and lead efforts toward solutionsGrow a performant production environment in a way that makes the system increasingly reliableOpportunities to showcase your work on our tech blog and internal & external conferences
Skills
Must have
3+ years of professional software development experienceHigh quality software development skills principally in Java (8+) and Java WebServices frameworks like Dropwizard, AWS, Spring Boot or similar.Experience with streaming platforms & message brokers (Kafka desired, RabbitMQ or similar)Experience in designing and developing RESTful API, WebServices and microservicesUnderstanding of NoSql database technologies (MongoDB or Dynamo DB)Some knowledge of application performance monitoring tools like New Relic, Splunk, Datadog or similarExperience in Agile/Scrum software development methodologyExcellent algorithmic and problem solving skillsExcellent analytical skills (able to fully understand requirements and lead the development team towards delivery)Ability to work well cross-functionally across multiple department
Nice to have
AWS Lambda
AWS Dynamo
AWS S3
AWS SQS
Languages
English: C1 Advanced
Seniority
Regular
Relocation package
If needed, we can help you with relocation process.
Vacancy Specialization
Java
Ref Number
VR-68044",Postedhace 30+ días,2022-05-26,https://www.indeed.com/rc/clk?jk=2cf6405d32c434b4&fccid=4b841d912d46e4fd&vjs=3,"Advanced English, English","agile
MongoDB
NoSql
RabbitMQ
Agile
AWS
Scrum",,3+ years,"Analitical, Creativity, Problem solving","Environment, S3","Java, NoSQL, MongoDB, AWS, AWS Lambda","Software, Java, API",Developer,Software
240,0,Associate Java Software Developer.,"Zapopan, Jal.",Jalisco,"Toshiba Global Commerce Solutions, Inc.",,"Working in cross functional teams to define Systems Management application requirements, analyzing/providing schedule input, write functional and design…","Associate Java Software Developer
The company

Toshiba is a provider of technology services for retail businesses to create high-quality digital platforms and products that accelerate time to market. Our diverse and adaptable teams provide the right mix of solutions and methodologies to deliver results as we collaborate with our clients' teams to foster innovation through continuous learning.

Our people

At Toshiba, all team members are empowered to take responsibility and develop innovative solutions to our customers' most challenging problems. To retain and develop top talent, we foster a work environment that celebrates creativity, encourages skill development, and enables multidisciplinary collaboration.


What you will bring to the team

As a Specialist working for Toshiba Global Commerce Solutions, you will play a key role in the evolution of the shopping experiences retailers offer and help shape the future of retail. We provide services to retail clients worldwide by developing and delivering an array of custom software solutions such as POS, self-checkout, and mobility solutions. We seek proactive and skilled resources to work in a dynamic, collaborative and ever-changing environment.

What you will be doing:

Your typical day as a Toshiba Associate Java Software Developer will involve:

Working in cross functional teams to define Systems Management application requirements, analyzing/providing schedule input, write functional and design specifications, developing application software in an agile framework, supporting software test efforts, deploying the software at the customer site, and participating in support of the software once in production. The position involves participation and contribution in all phases of application software development, from design inception through coding and delivery. The candidate will need to communicate at different technical levels, from the application architects to the end user. Desire to work with international customers and travel availability are also required.

Naturally To be successful in this role, you must have and know of

English: Fluent.
Bachelor's Degree (Computer Science, SW Engineering, Electronics)
At least 1 years’ experience in Object-oriented programming (Java) - PRIMARY SKILL
IDE (Eclipse, Microsoft Studio Code, IntelliJ Idea)
Basic understanding of Extensible Markup Language (XML, JSON)
REST API’s calls
Basic understanding/experience on WEB development
Problem determination and debugging knowledge.
Experience with Version Control Systems (Accurev, GitLab, Git, Git Hub …)
Basic understanding Android
Data Base (relational / no relational)
Strong programming and analytical skills.
Attention to detail, teamwork and excellent communication skills.

Desirable:

Prior retail SW Dev or testing experience.
Some experience creating unit testing code (JUnit)
Knowledge on Jenkins, DevOps, Scrum, or any other Agile technology/methodology.

We offer:

Career plan and real growth opportunities
Constant training, tutoring, online corporate courses, eLearning and more
Pleasant work environment (game room, nap area, amenities and more).
Flexible work hours and dress code
Hired directly by Toshiba and 100% under payroll
Benefits of the law (IMSS, INFONAVIT, December day voucher, vacation voucher)
Major and Minor medical expenses insurance: Life, major medical expenses with dental and visual coverage. (For the employee and direct family members)
Savings fund for employees, capped at the limit of the law
Grocery coupons
12 days of vacation plus 6 floating days
Relocation bonus


We offer competitive compensation and benefits focused on employees, their economic development and well-being as well as their professional development, taking care of the balance between their personal and work life, join us! and be part of our Toshiber team

EEO:
 Toshiba Global Commerce Solutions is an equal employment employer and is committed to providing employment opportunities.",Postedhace 7 días,2022-05-26,https://www.indeed.com/rc/clk?jk=0f5f271fd531ff81&fccid=3221a0a36b40fb9f&vjs=3,English,"agile
Agile
Git
git
unit testing
Scrum",Bachelor,1 years,"Analitical, Attention to details, Collaborate, Comunication skills, Continuously learn, Creativity, Innovation, Team Work, Working with cross functional teams","Environment, Git","Git, Java, Devops","Software, Devops, Site, Web Development, Java, API, REST API",Developer,Software
241,1,"Software Developer 3- Back-end and Python, ABS","Guadalajara, Jal.",Jalisco,Oracle,,"Provide technical leadership to other software developers.As a member of the software engineering division, you will assist in defining and developing software…","Software Developer 3- Back-end and Python, ABS-220003ZC

Applicants are required to read, write, and speak the following languages: English

Preferred Qualifications
ABS Job description
Adaptive Bug Search (ABS) is a machine learning based service that is used to identify similar and/or duplicate bugs.
ABS uses deep learning techniques to improve the accuracy of the ABS bug predictions. ABS auto runs on over 400 BugDB products. This translates to 30% of all bugs filed in Oracle and correctly identifies duplicate bugs with @ 70% accuracy. ABS results are integrated in BugDB, MOS, JIRA and Cloud OPs UI.
ABS Machine Learning skills :
Design, develop, troubleshoot, and debug software programs for databases, applications, tools, networks etc.As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs. As a member of this team, you will implement machine learning based solutions and algorithms to categorize different defects of Oracle software running in a distributed/parallel environment. You will have these responsibilities:
Own the development of machine learning algorithmsImprove the accuracy of existing algorithms to an acceptable levelBroaden existing algorithms to work well with various Oracle productsImprove the run-time of existing algorithmsDevelop and maintain necessary infrastructure to run and maintain the algorithmsDevelop a feedback system to improve the selection of features for the algorithms Requirements:Proficiency with machine learning algorithms with concepts including but not limited toLogistic regressionRegularizationPrecisionRecallF1 scoreBias / VarianceOverfitting / underfittingCross validationDimensionality reductionPolynomial systemsNeural networks- Proficiency with coding in Python
Back-end and Python, with no preference for ML.Exposure to machine learning frameworks/packages TensorFlow, NumPy, etc.Proficiency with basic database schema management and operationFamiliarity with parallel computingFamiliarity with code development in PL/SQL, C/C++, JavaPreferred:Familiarity with natural language processing (NLP)Familiarity with word vector representationsFamiliarity with recurrent neural networks, long-short-term-memory models, etc.

Detailed Description and Job Requirements

Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.

As a member of the software engineering division, you will assist in defining and developing software for tasks associated with the developing, debugging or designing of software applications or operating systems. Provide technical leadership to other software developers. Specify, design and implement modest changes to existing software architecture to meet changing needs.

Duties and tasks are varied and complex needing independent judgment. Fully competent in own area of expertise. May have project lead role and or supervise lower level personnel. BS or MS degree or equivalent experience relevant to functional area. 4 years of software engineering or related experience.

Oracle is an Affirmative Action-Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability, protected veterans status, age, or any other characteristic protected by law.

Job: Product Development
Location: MX-MX,Mexico-Guadalajara/Zapopan
Job Type: Regular Employee Hire
Organization: Oracle",Postedhace 30+ días,2022-05-26,https://www.indeed.com/rc/clk?jk=3c7aaf41529a4b2d&fccid=cd22d01053af7669&vjs=3,English,Python,,4 years,"Continuously learn, Leadership, Organization",Environment,"Python, SQL, Oracle","Software, Cloud, Python, SQL, Oracle, C++, UI",Developer,Software
242,2,JAVA Developer,"Monterrey, N. L.+1 ubicación",N L+1 ubicación,Infosys,,"Collaboratively codes, tests and builds software according to requirements and acceptance criteria.(Must meet at least 5) Minimum 8+ years of experience in the…","About Us

Infosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation.

With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.
Line item Details

Title Java Lead Developer

Experience 8+ Years

Mandatory Skills
(Must meet at least 5) Minimum 8+ years of experience in the development and testing of applications/products.

Minimum 5+ years of experience on Java/J2EE

Minimum 5+ years of experience on Oracle/ SQL Server/ MySql/ MariaDB

Minimum 4+ years of experience on Spring boot

Minimum 3+ years of hands-on tech design lead and programming experience in the respective technology(s)

Minimum 2+ years of experience in Web Services

Minimum 2+ years of experience on Hibernate

Additional Skills
(All are required) Object-Oriented Skills (abstraction, encapsulation, data hiding, inheritance, polymorphism, composition, aggregation)

Concurrency (basic thread concepts, synchronization, thread-safety, concurrent design, executor service)

Collections (basics, when to use what, optimization)

Design patterns & principles

Programming skills - Algorithms, Design Skills, Refactoring Skills, Debugging Skills, Unit testing Skills

Database - Basic RDBMS skills (different types of keys, constraints, index, partitions, normalization), SQL (write queries for different use cases using joins, SQL clauses & functions)

Nice to have skills Prior Knowledge and experience of Hospitality Domain

Java Swing

Apache Camel

Unix/Linux (basic commands, vi editor)

Big data

Web service tools (rest-client / SOAP UI)

Java Script based UI framework

Qualification Bachelor's Degree in Computer Science or similar.

Moderate Verbal and written communication skills in English.

Job Description Technical Lead identifies technical design and clarifies implementation; Reviews code to ensure meeting of Definition of Done.

Breaks down technical requirements into tasks to plan an iteration with the scrum team
Collaboratively codes, tests and builds software according to requirements and acceptance criteria
Supports Technical Product Manager in preparation of requirements for forthcoming iteration
Accountable to maintain code quality
Continuously improves their process, supported by Scrum Master
Continuously works with teams to improve technical practices
Attends scrum ceremonies
Creates High-Level Design (HLD)
Supports deployment & feature release process


EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin",Postedhace 16 días,2022-05-26,https://www.indeed.com/rc/clk?jk=1defa9937cb52c07&fccid=c67533a523c83a4c&vjs=3,English,"scrum
agile
git
Linux
MySql
Unit testing
Unix
Scrum","Bachelor, Master","8+ Years, 8+ years, 5+ years, 5+ years, 4+ years, 3+ years, 2+ years, 2+ years","Collaborate, Comunication skills, Continuously learn, Innovation, Written and oral communication",Next,"Linux, Java, Hibernate, SQL, MySQL, Oracle, MSSQL","Software, Java, SQL, Mysql, Oracle, UI",Developer,
243,3,Drupal Developer,Remoto,Remoto,Wagento,,Able to chat internally within all offices.High level of English is required.Some flexibility with your schedule depending on the time zone that you are…,"Communication

Able to chat internally within all offices
Good communication skills
High level of English

Managerial

Responsibility of own tickets

Requirements

Technical Requirement Understanding
Estimation capability
Documentation of feature
Multistore management and configuration
Problem Solver
Industry: IT-Software/Software Services
Functional Area: IT Software – Application Programming / Maintenance
High level of English is required
Some flexibility with your schedule depending on the time zone that you are located.

Coding & Technology

Should have experience on Drupal 8 & 9.
Languages: PHP, MYSQL, j-query
Working experience on migration.
Research and install modules to meet project requirements
Configure the basic modules and core settings to get a site running
Drush command line tool
Create a custom Theme from scratch which validates with good HTML/CSS.
Able to customize forms, core, themes without altering core files but by using template.php or custom modules.
Can make forms from scratch using the API – with validation and posting back to the DB/email
Can create custom modules from scratch utilizing core hooks and module hooks.
A minimum of 3 years’ experience working with Drupal including theming and module development (both contributed and custom)
Strong working knowledge of HTML5 structure, CSS3, SASS, JavaScript/ES6 development, and cross browser compatibility
Ability to write JavaScript with and without the use of frameworks such as jQuery
Comfortable working with debugging tools like Firebug, Chrome inspector, etc.
Experience working with version control system (GIT)
Experience working with decoupled Drupal is a plus
Experience working with the Acquia platform is a plus
Good understanding of the Software Development Lifecycle (e.g. requirements, design, development, testing) and exposure to agile or iterative SDLCs.

Miscellaneous

Able to deploy code on dev and on production
Learn new things when Idle
Follow ticket workflow as per Project Management Tool
Participate in other activities, Magento Hackathon, Contribution, etc.
Proper ticket comments

Certifications

UG Qualification: BCA (Computers), B.Tech/B.E. (Computers) / PG Qualification: M.Tech (Any Specialization, Computers), MCA (Computers) In case of not having the listed, verifiable experience.
Benefits

(They vary depending on the location contracted in the Mexico).

Weekends off.
Paid Certifications.
Leaves and holidays.
Competitive salary.
Health benefits.


Job Type: Full-time

Remote: YES

Hiring In: México, Bolivia, LATAM",Postedhace 6 días,2022-05-26,https://www.indeed.com/rc/clk?jk=cacc27b543f7c373&fccid=808d8b74b0ae706a&vjs=3,English,"MYSQL
agile
JavaScript
CSS3
HTML5
PHP
GIT
php",,3 years,"Comunication skills, Continuously learn, Problem solving","HTML, CSS, JavaScript, Git, SASS","Git, JavaScript, MySQL","Software, Platform, Site, PHP, JavaScript, CSS, Mysql, JQuery, Html, API",Developer,
